MarketName,street,city,County,State,zip
Brighton Downtown Saturday Market,91 North Main Street,Brighton,Adams,Colorado,
Green Oak Farmers and Community Market,11299 Grand River Avenue,Brighton,Livingston,Michigan,48116
Brillion Farmers Market,HuB Shopping Center Parking Lot,Brillion,Calumet,Wisconsin,54110
Brimfield at Hitchcock Free Academy,"Hitchcock Free Academy, a community center parking lot, at  2 Brookfield Rd.",Brimfield,Hampden,Massachusetts,1010
West Coast Farmers Markets at Brisbane,Old County Rd & San Francisco St.,Brisbane,San Mateo,California,
Bristol Farmers Market,83rd Street,Bristol,Kenosha,Wisconsin,53104
Bristol - Housing Authority Farmers Market,31 Quaker Lane,Bristol,Hartford,Connecticut,
Bristol Farmers Market,"Old Bristol Centre Mall, 100 N. Main St.",Bristol,Hartford,Connecticut,
State Street Farmers Market,Stat Street,Bristol,Sullivan,Tennessee,37625
Mount Hope Farmers Market,250 Metacom Ave,Bristol,Bristol,Rhode Island,2809
Bristol Farmers' Market,"Town Green, Main Street",Bristol,Addison,Vermont,5443
Bristow Farmers Market,9050 Devlin Rd,Bristow,Prince William,Virginia,20136
Smart Markets Bristow,8301 Linton Hall Rd.,Bristow,Prince William,Virginia,20136
Britt Farmers Market,72 Main Avenue South,Britt,Hancock,Iowa,50423
Greater Britton Country Market,Fourth Street and Tenth Avenue,Britton,Marshall,South Dakota,57430
Haymarket Thursday Afternoon Market,16015 John Marshall Highway,Broad Run,Prince William,Virginia,20137
Broadway Farmers Market,161 S Main St,Broadway,Rockingham,Virginia,22815
Brockport Farmers Market,"Market St, between Main & Water Sts",Brockport,Monroe,New York,
Brockton Farmers Market at City Hall Plaza,45 School St,Brockton,Plymouth,Massachusetts,2301
Brockton Fairgrounds Farmers Market,600 Belmont Street,Brockton,Plymouth,Massachusetts,2301
Rockcastle County Farmers Market  II,"Highway 150, Brodhead Fairgrounds",Brodhead,Rockcastle,Kentucky,40409
Rose District Farmers Market on Main,418 South Main Street,Broken Arrow,Tulsa,Oklahoma,74102
Market on the Square (BrokenkBow),,Broken Bow ,Custer,Nebraska,
Broken Bow Farmers Market,East Highway 2 ,Broken Bow ,Custer,Nebraska,68822
Riverdale  Y Sunday Market,West 237th Street and Independence Avenue,Bronx,Bronx,New York,10471
Harvest Home Echo Park Market,"Tremont Avenue, between Anthony",Bronx,Bronx,New York,
Harvest Home Co-Op City Market,Asch Loop & Aldrich Street,Bronx,Bronx,New York,
La Familia Verde Farmers Market,East Tremont Ave. between Lafontaine Ave& Arthue Ave,Bronx,Bronx,New York,10460
Montefiore Medical Center Farmers Market_Friday,E. 233rd St. & Carpenter Ave.,Bronx,Bronx,New York,10467
Taqwa Community Farmstand,"90 W. 164th St at Ogden Ave, in the garden",Bronx,Bronx,New York,10452
Parkchester/Virginia Pk Greenmarket,Westchester Ave & White Plains Rd,Bronx,Bronx,New York,10472
Marble Hill YM,225th St. between Broadway and Exterior,Bronx,Bronx,New York,10034
Culinary Kids Farmers Market II,Beach 58th Street & Beach Channel Drive,Bronx,Queens,New York,10468
Bronx Borough Hall Greenmarket,Grand Concourse & 161 St,Bronx,Bronx,New York,10452
Riverdale YM,Mosholu Ave. and 256th St.,Bronx,Bronx,New York,10471
The Heights Community Farmers' Market,University Avenue & West 181st Street,Bronx,Bronx,New York,10453
Harvest Home Mt. Eden Market,Mt. Eden Pkwy & Morris Avenue,Bronx,Bronx,New York,
Harvest Home Forest Avenue Market,Forest Ave. btw 156th and Westchester,Bronx,Bronx,New York,
Roberto Clemente Plaza YM,3rd Ave bet East 148th & East 149th Streets,Bronx,Bronx,New York,
"Learn It, Grow It, Eat It YM",Boston Rd and 169th St,Bronx,Bronx,New York,10456
Throgs Neck Market,Schley Avenue/ Balcom Avenue and E 177th Street,Bronx,Bronx,New York,10465
Mount Eden Farmer's Market,Mount Eden & Morris Avenue,Bronx,Bronx,New York,10457
New York Botanical Garden Greenmarket,Kazimiroff Blvd-Bedford Pk & Mosholu Blvd inside NYBG Mosholu Gate,Bronx,Bronx,New York,10458
Wholesale Greenmarket,Oak Point Ave and Barry Street,Bronx,Bronx,New York,10474
Hunts Point Farmers Market Wednesday,Southern Blvd & Est 163rd Street,Bronx,Bronx,New York,
Lincoln Hospital Greenmarket,149 St & Morris,Bronx,Bronx,New York,10451
170 Farm Stand,NE Corner of 170th St. & Townsend Avenue,Bronx,Bronx,New York,10452
Montefiore Medical Center Farmers Market_Thursday,111 E. 210th Street,Bronx,Bronx,New York,10467
Poe Park Greenmarket,Grand Concourse & 192 St,Bronx,Bronx,New York,10468
North Central Bronx Market,Mosholu Parkway North & Jerome,Bronx,Bronx,New York,10467
The Market at Bissel Gardens,E. 241st St. & Baychester Ave.,Bronx,Bronx,New York,10466
Harvest Home North Central Bronx Market,E. Mosholu Pkwy N. & Jerome Avenue,Bronx,Bronx,New York,
Bronxville Farmers Market,Stone Place and Paxton Avenue ,Bronxville,Westchester,New York,10708
Brookfield Farmers Market,8820 Brookfield Avenue,Brookfield,Cook,Illinois,60513
Brookfield Farmers Market,2000 North Calhoun Road,Brookfield,Waukesha,Wisconsin,53005
Brookfield Farmers Market,55 South Maple St (Rte 9),Brookfield,Worcester,Massachusetts,1506
Brookfield Farmers' Market,"200 block S Main St, Tormey Park",Brookfield,Linn,Missouri,64628
Brookhaven Farmers Market,1375 Fernwood Circle NE,Brookhaven,DeKalb,Georgia,30319
Brookhaven Farmers Market,S Whitworth Ave. and W. Chickasaw St.,Brookhaven,Lincoln,Mississippi,39601
Brookings Farmers Market,300 Block of 6th Ave,Brookings,Brookings,South Dakota,57006
BROOKINGS HARBOR FARMERS MARKET,15786 HWY 101 SOUTH,Brookings ,Curry,Oregon,97415
Brooklin Farmers' Market,,Brooklin,Hancock,Maine,4616
Brookline Farmers' Market,Centre Street West Parking Lot,Brookline ,Norfolk,Massachusetts,2446
Friends of Walker Tavern Farmers' Market,13220M-50,Brooklyn,Jackson County,Michigan,
Pitkin Verde Farmers Market,2094 Pitkin Avenue,Brooklyn,Kings,New York,11207
Red Hook Farmers Market,580 Columbia St.,Brooklyn,Kings,New York,11231
Cooper Park Farmers Market,Maspeth Ave and Olive St,Brooklyn,Kings,New York,11211
Barclays Center,Flatbush Ave between Atlantic Ave & Pacific St,Brooklyn,New York,New York,11217
Brooklyn FM,"Job Lot parking lot, Route 6",Brooklyn,Windham County,Connecticut,
Coney Island Hospital Market,Lutheran Way 55th Street Sunset Park,Brooklyn,New York,New York,11220
Brooklyn Farmers Market,Brooklyn Community Building,Brooklyn,Dane,Wisconsin,53521
Kensington YM,Ft. Hamilton Pkwy btwn E. 5th and E. 4th,Brooklyn,New York,New York,11218
Bartel Pritchard Square Greenmarket,"Prospect Park West & 16th St., inside park entance",Brooklyn,Kings,New York,
Down to Earth Park Slope Farmers Market,289 4th Street,Brooklyn,Kings,New York,11215
Brooklyn Borough Hall Greenmarket,Court & Montague,Brooklyn,Kings,New York,11201
Boro Park Greenmarket,14th Ave - 49 & 50 Sts,Brooklyn,Kings,New York,11219
Urban Oasis Farmers Market,681 Clarkson Ave and Troy Ave,Brooklyn,Kings,New York,11203
Wyckoff Farmhouse Farmers' Market,5816 Clarendon Road at Ralph Avenue,Brooklyn,Kings,New York,11203
Malcolm X Boulevard Community Farmers Market,"Malcolm X Blvd & Chauncey,",Brooklyn,Kings,New York,11233
McGolrick Park's Down to Earth Farmers Market,"Russell St., Monitor St. btw. Nassau Ave. and Driggs Ave",Brooklyn,Kings,New York,11222
Windsor Terrace - PS154,11th Ave between Sherman & Windsor Place,Brooklyn,New York,New York,11215
Bensonhurst,18th Ave between 81st & 82nd Streets,Brooklyn,New York,New York,11214
Bushwick Farmers' Market,Halsey Street and Broadway,Brooklyn,Kings,New York,11233
High School for Public Service Youth Farm Market,600 Kingston Avenue,Brooklyn,Kings,New York,11220
Sunset Park Greenmarket,4th Ave - 59 & 60 Sts,Brooklyn,Kings,New York,11220
Williamsburg Greenmarket,Havemeyer & Broadway,Brooklyn,Kings,New York,11211
Cypress Hills YM,Fulton St btwn Richmond and Logan,Brooklyn,New York,New York,11207
Bushwick Farmers' Market Satellite Farm Stand,Woodbine Street and Irving Avenue,Brooklyn,Kings,New York,11237
East New York Farmers' Market,613 New Lots Ave,Brooklyn,Kings,New York,11207
Graham Avenue Farmers Market,Cook Street at the east side intersection of Graham Avenue,Brooklyn,Kings,New York,11206
Hattie Carthan community farmers market,49 Van Buren Street,Brooklyn,Kings,New York,11221
Grand Army Plaza Greenmarket,Flatbush & Propsect Park W,Brooklyn,Kings,New York,11217
Cortelyou Greenmarket,Cortelyou & Rugby Rds,Brooklyn,Kings,New York,11226
Brownsville Pitkin YM,Thomas Boyland St. at Pitkin Ave,Brooklyn,New York,New York,11212
Brownsville Rockaway YM,Rockaway Ave at Livonia Ave,Brooklyn,New York,New York,11212
Greenpoint - McCarren Park Greenmarket,Union - Driggs N12th St,Brooklyn,Kings,New York,11222
Added Value Farm Stand at Governors Island,Gresham Rd,Brooklyn,Kings,New York,11231-1235
Weeksville Farmers Market,1698 Bergen Street,Brooklyn,Kings,New York,11213
Dean Street Farmers Market,1095 Dean Street,Brooklyn,New York,New York,11216
Harvest Home Clinton Hill Market,Lafayette btwn Waverly & Washington,Brooklyn,New York,New York,
RB's Bushwick Farmers Market ,Knickerbocker Ave at Starr Street ,Brooklyn ,Kings,New York,11237
RB's Bushwick Farmers' Market,553 Bushwick Ave ,Brooklyn ,Kings,New York,11206
Isabahlia farmers Market,410 Livoinia Ave,"Brooklyn, NY",Kings,New York,11212
Love Your Neighbor's Friday at the Market ,20 N Main Street,Brooksville,Hernando,Florida,34601
Airport Farmers and Flea Market,17375 Spring Hill Dr,Brooksville,Hernando,Florida,34604
Brooksville Farmers' Market,Cornfield Hill Road,Brooksville,Hancock,Maine,4617
Brooksville Main Street Farmers Market,Main Street,Brooksville,Hernando,Florida,34602
Caroline Farmers Market,522 Valley Road,Brooktondale,Tompkins,New York,14817
Brookville Farmers Market,South Main Street,Brookville,Franklin,Indiana,47012
Carroll Gardens Greenmarket,"Carroll St, between Court & Smith Sts",Brookyn,Kings,New York,11231
Broomfield Farmers Market at Holy Comforter Episcopal Church,1700 W 10th Ave,Broomfield,Broomfield,Colorado,80020
Brooten Farmers Market,,Brooten,Stearns,Minnesota,56316
Brown Deer Farmers Market,9078 N. Green Bay Road,Brown Deer,Milwaukee,Wisconsin,53209
Farmers Market ,14411 State Highway 31 E,Brownsboro,Henderson,Texas,75756
Brownsburg Farmers Market,61 N. Green Street,Brownsburg,Hendricks,Indiana,46112
Brownstown Farmers Market,21313 Telegraph Road,Brownstown,Wayne,Michigan,48183
"Brownstown, Indiana Farmer's Market",Walnut St.,Brownstown,Jackson,Indiana,47220
Brownsville Farmers' Market,"Linear Park, 6th & Ringgold St.",Brownsville,Cameron,Texas,78520
Brownsville Farmers Market,32 Market Street,Brownsville,Fayette,Pennsylvania,15417
Brownsville Farmers Market,16822 Willow Glen Road,Brownsville,Yuba,California,95919
Brownsville Farmers Market,Park and Main,Brownsville,Linn,Oregon,97327
Edmonson County Farmers Market,108 Ferguson Street,Brownsville,Edmonson,Kentucky,
Brownwood Area Farmers Market,Bank of America Parking lot at Baker & Main St.,Brownwood,Brown,Texas,76801
Bruce Community Farmers Market,Corner of Hwy 8 and N Alvey Street,Bruce,Rusk,Wisconsin,54819
Artisan and Agriculture Market,72955 Van Dyke Ave.,Bruce Township,Macomb,Michigan,48065
Bruceton Mills Farmers Market,Across from the Fire Hall,Bruceton Mills,Preston,West Virginia,26525
Bruceton Farmers' Market,Bruceton School Morgantown St.,Bruceton Mills,Preston,West Virginia,26525
Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm,277 Pleasant Hill Rd,Brunswick,Cumberland,Maine,4011
I-71 FARMERS MARKET at Rest Stop Signpost 224,I-71 Rest Area at signpost 224,Brunswick,Medina,Ohio,44212
Verdigre Farmers Market,Main Street,Brunswick,Antelope,Nebraska,68720
Brunswick Farmers Market,18 Keyes Lane,Brunswick,Rensselaer,New York,12180
Creighton Farmers Market,In front of Senior Center,Brunswick,Antelope,Nebraska,68720
Brunswick Farmer's Market,1 E. Potomac Street ,Brunswick ,Frederick,Maryland,21716
Brush Farmers Market,1302 W Edison St.,Brush,Morgan,Colorado,80723
Olde School Farmers Market,1259 Washington Street,Brushton,Franklin,New York,
Brazos Valley Farmers Market,201 North Texas Avenue,Bryan,Brazos,Texas,77803
Williams County Farmer's Market,High Street ,Bryan ,Williams,Ohio,43506
Bryn Mawr Farmers' Market,Lancaster and Bryn Mawr Avenues,Bryn Mawr ,Montgomery,Pennsylvania,19096
Swain County Farmers Market,Island Street,Bryson City,Swain,North Carolina,28713
Buchanan Farmer' Market,112 Days Avenue,Buchanan,Berrien,Michigan,49107
Buckeye Farmer's Market,22865 West Lower Buckeye Road,Buckeye,Maricopa,Arizona,85326
Verrado Community Farmers Market,Main Street and N. Verrado Way,Buckeye,Maricopa,Arizona,85396
Buckhannon - Upshur Farmer's Market Association,Jaw Bone Park (South Florida Street),Buckhannon,Upshur,West Virginia,26201
Buckingham County Farmers Market,Rte. 20 & Rte. 15 (Dilwyn),Buckingham,Buckingham,Virginia,23921
Bucksport Bay Farmers' Market,99 Main Street,Bucksport ,Hancock,Maine,4416
Downtown Buda Farmers Market ,121 N. Main Street,Buda,Hays,Texas,78610
Buena Vista Community Market,Magnolia Parking Lot,Buena Vista,Buena Vista,Virginia,24416
Buena Vista Farmers Market,US-24 and W Main St,Buena Vista,Chaffee,Colorado,
CCFA Buena Vista Farmers Market ,409 E. Main,Buena Vista,Chaffee,Colorado,81211
Downtown Buffalo Country Market,Main Street at Court and Church Street,Buffalo,Erie,New York,14203
Buffalo Farmers' Market,501 Cherry St.,Buffalo,Dallas,Missouri,65622
Buffalo Main Street Market,3 S. Main St.,Buffalo,Johnson,Wyoming,82834
Elmwood Bidwell Farmers' Market,Elmwood at Bidwell,Buffalo,Erie,New York,14222
University Community Farmers Market,Main Street at Englewood Avenue,Buffalo,Erie,New York,14214
The Broadway Market,999 Broadway St.,Buffalo,Erie,New York,14212
North Buffalo Farmers Market,85 Dakota Avenue,Buffalo ,Erie,New York,14216
Buffalo Center Farmers Market,Hwy 9 west of Drivers Choice Restaurant,Buffalo Center,Winnebago,Iowa,550424
Village of Buffalo Grove Farmers Market,971 McHenry Road,Buffalo Grove,Lake,Illinois,60089
West End Senior Center Wednesday Farmer's Market,1010 Main Street,Buhl,Twin Falls,Idaho,83316
Bunnell Farmers Market,2551 north state st,Bunnell,Flagler,Florida,32110
Burbank Certified Farmers' Market,"150 N. Third Street Burbank, CA 91502",Burbank,Los Angeles,California,91502
Burien Farmers Market,5th Place SW & Southwest 152nd St.,Burien,King,Washington,98166
Burke ,5671 Roberts Parkway,Burke,Fairfax,Virginia,22015
Burke Area Farmers Market,Main Street,Burke,Gregory,South Dakota,57523
Burkesville Farmers Market,204 South Main,Burkesville ,Cumberland,Kentucky,42717
Burleson Farmers Market,217 W Renfro,Burleson,Johnson,Texas,76028
Mini-Cassia Farmers' Market,Gossner Cheese Outlet Store,Burley,Minidoka,Idaho,83318
Burlingame Fresh Market Farmers Market,Howard Ave. & Park,Burlingame,San Mateo,California,94010
The Fresh Market Burlingame (2),Capuchino Avenue at Broadway,Burlingame,San Mateo County,California,
Burlingame Farmers Market,,Burlingame ,Osage,Kansas,
Old North End Farmers' Market,Dewey Park,Burlingon,Chittenden,Vermont,5401
Burlington Farmers Market,Burlington Congregational Church,Burlington,Hartford,Connecticut,6013
Fletcher Allen's Farmers' Market,111 Colchester Ave 204 EN3,Burlington,Chittenden,Vermont,5401
Burlington Farmers Market,590 Main Street,Burlington,Chittenden,Vermont,5406
Burlington Farmers Market,Parking lot N. of Red Caboose on 4th St. & Neosho,Burlington,Coffey,Kansas,66839
Farm Fresh Farmers Market,3302 Agency St.  Dollar General parking lot,Burlington,Des Moines,Iowa,52601
Burlington Downtown Farmers Market,Front st. and Spring St.,Burlington,Alamance,North Carolina,27216
Alamance County Farmers Market,200 S. Main St.,Burlington,Alamance,North Carolina,27215
Northwind Perennial Farm Market,7047 Hospital Road,Burlington,Walworth,Wisconsin,53105
Riverfront Farmers Market,400 N Front Street,Burlington,Des Moines,Iowa,52601
Boone County Farmers Market,1961 Burlington Pike,Burlington,Boone,Kentucky,41005
Downtown Burlington Farmers Market, Washington & Pine Streets,Burlington,Racine,Wisconsin,53105
Bow Little Market,6200 N. Green,Burlington ,Skagit,Washington,98233
Burlington New North End Farmers Market,925 North Avenue,Burlington ,Chittenden,Vermont,5408
Burlington Farmers' Market,61 Center Street,Burlington ,Middlesex,Massachusetts,1803
Burlington Farmers Market,,Burlington ,Chittenden,Vermont,5401
Burney Certfied Farmers Market,37143 Main St,Burney,Shasta,California,96013
Shasta Growers Association Certified Farmers Markets/Burney Market,37143 Main Street,Burney ,Shasta,California,96013
Yancey County Farmers' Market,Town Square,Burnsville,Yancey,North Carolina,28714
Burnsville Farmers Market II,"3333 Cliff Rd., Mary Mother of the Church",Burnsville,Dakota,Minnesota,55337
Burnt Hills Farmers Market,802 Saratoga Rd. (Route 50),Burnt Hills,Saratoga,New York,12027
Burwell Farmers Market,Congregational Church,Burwell,Garfield County,Nebraska,
Bush Farmers market,81088 Watt-Thomas Road,Bush,St. Tammany,Louisiana,70431
Butler Walkabout Farmers Market,400 West Pushmatha Street,Butler,Choctaw,Alabama,36904
Butler Farmers Market,12700 W Hampton Ave,Butler,Waukesha,Wisconsin,53007
Butte Farmers Market,Uptown Butte,Butte,Silver Bow,Montana,59701
Buzzards Bay Farmers Market,"Buzzards Bay Park, near 70 Main St",Buzzards Bay,Barnstable,Massachusetts,2532
Byrne's Mill Farmers' Market,"At the intersection of Hwy 30 and Route W, behind McDonalds on Hunter Lane",Byrne's Mill,Jefferson,Missouri,63051
Byron Farmer's Market,84th St & Byron Center Ave,Byron Center,Kent,Michigan,49315
CENTER POINT PARKWAY MARKET,335 Polly Reed Road,CENTER POINT,Jefferson,Alabama,35215
CHICOPEE FARMERS MARKET, CHICOPEE STREET,CHICOPEE,Hampden,Massachusetts,1013
Clarksburg Town Center Farmers' Market,,CLARKSBURG,Montgomery,Maryland,20871
OBETZ FAMILY MARKET,4025 ALUM CREEK DRIVE,COLUMBUS,Franklin,Ohio,43207
UCC Cable Farmers Market,,Cable,Bayfield,Wisconsin,
El Mercado Familiar,,Cabo rojo,Cabo Rojo,Puerto Rico,623
Cabool Area Farmers' Market,601 Main Street,Cabool ,Texas,Missouri,65689
Cadillac Area Farmers Market,Lake Street near the Wexford County Public Library,Cadillac,Wexford,Michigan,49601
Cadiz Trigg County Farmer's Market,70 Main Street  Downtown Cadiz,Cadiz,Trigg,Kentucky,42211
El Mercado Familiar,,Caguas zona urbana,Caguas,Puerto Rico,725
Cairo State Farmers Market,1110 North Broad Street,Cairo,Grady,Georgia,31728
