MarketName,city,County,State,zip
Highland Farmers Market,Freeport ,Stephenson,Illinois,61032
Freeport Farmers Market,Freeport ,Cumberland,Maine,
Ralph's Joy of Living Farmer's Market,Fremont,Sandusky,Ohio,43420
Irvington Farmers' Market,Fremont,Alameda,California,94538
Fremont Centerville Farmers Market,Fremont,Alameda,California,94538
Kaiser Fremont CFM,Fremont,Alameda,California,94538
Fremont Farmers Market,Fremont,Newaygo,Michigan,49412
San Jose Evergreen Farmers Market,Fremont,Alameda,California,94538
Orange County HomeGrown Farmers Market - Valley Market,French lick,Orange,Indiana,47432
Frenchtown Farmers' Market,Frenchtown,Hunterdon,New Jersey,8825
Fresno Pavilion Saturday Farmers Market,Fresno,Fresno,California,93729
River Park CFM,Fresno,Fresno,California,
Fresno Riverpark Tuesday Farmers Market,Fresno,Fresno,California,93729
Kaiser Permanente Fresno Farmers Market,Fresno,Fresno,California,93720
Fresno Grizzlies Farm Grown Friday Farmer's Market,Fresno ,Fresno,California,93721
Vineyard Farmers Market,Fresno ,Fresno,California,93704
Tower District Farmers Market,Fresno ,Fresno,California,93728
San Juan Island Farmers Market,Friday harbor,San Juan,Washington,98250
San Juan Farmers Market,Friday harbor,San Juan,Washington,98250
Bay Area Farmers Market ,Friendswood,Harris,Texas,77546
Friendswood Farmers Market,Friendswood,Galveston,Texas,77546
Frisco Rotary Farmers Market,Frisco,Collin,Texas,75034
Frisco City Farmers Market,Frisco city,Monroe,Alabama,36445
Front Royal Farmers Market,Front royal ,Warren,Virginia,22630
Frostburg Farmers' Market,Frostburg ,Allegany,Maryland,21532
Fruita Farmers Market,Fruita,Mesa,Colorado,81521
Fryeburg Farmers' Market,Fryeburg,Oxford,Maine,4037
Alliance for the Arts GreenMarket,Ft. myers,Lee,Florida,33919
Wind River Reservation Tribal Farmers Market,"Ft. washakie, wy",Fremont,Wyoming,82520
Fullerton Thursday Market,Fullerton,Orange,California,92635
Fullerton Wednesday Farmers Market,Fullerton,Orange,California,92634
Brick District Farmers' Market,Fulton,Callaway,Missouri,65251
Fulton Farmers' Market,Fulton,Callaway,Missouri,65251
Fulton Farmers Market,Fulton,Oswego,New York,13069
Itawamba Farmers Market,Fulton,Itawamba,Mississippi,38843
Volney Farmers Market,Fulton,Oswego,New York,13069
Volume Vegetable Produce Farmers Market,Fulton,Itawamba,Mississippi,38843
The Farmers Market at Maple Lawn,Fulton ,Howard,Maryland,20759
Growers Market of Fuquay-Varina,Fuquay-varina,Wake,North Carolina,27526
Gadsden Farmers Market,Gadsden,Etowah,Alabama,35902
Gaffney Station Farmers Market   Gaffney Station Farmers Market,Gaffney,Cherokee,South Carolina,29342
creekside gahanna farmers market,Gahanna,Franklin,Ohio,
Downtown Gainesville Market On The Square,Gainesville,Hall,Georgia,30501
Tioga Monday Market,Gainesville,Alachua,Florida,
Alachua County Farmers' Market,Gainesville,Alachua,Florida,32653
Butler Plaza Satellite Market,Gainesville,Alachua,Florida,32608
Haile Village Farmers Market,Gainesville,Alachua,Florida,32605
Union Street Farmers Market,Gainesville ,Alachua,Florida,32601
Northeast Georgia. Locally Grown.net - Hall County site,Gainesville ,Hall,Georgia,30501
Hall County Farmers Market,Gainsville,Hall,Georgia,30503
Main Street Farmers Market,Gaithersburg,Montgomery,Maryland,20878
Main Street Farmers & Artists Market,Gaithersburg,Montgomery,Maryland,20878
Fulks Corner Farmers Market,Gaithersburg,Montgomery,Maryland,20877
City of Galax Farmers Market,Galax,Galax,Virginia,24333
Galax Downtown Farmers Market,Galax,Galax,Virginia,24333
City of Galax Farmers Market,Galax ,Galax,Virginia,24333
Galena Farmers Market,Galena,Jo Daviess,Illinois,61036
The Territory Farmers' Market,Galena,Jo Daviess,Illinois,61036
Galena Farmers' Market,Galena,Stone,Missouri,65656
Galesburg Farmers Market,Galesburg,Knox,Illinois,61401
Galesburg Community Market,Galesburg ,Kalamazoo,Michigan,49053
Galesville Square,Galesville,Trempealeau,Wisconsin,54630
God's Little Acre Farmers' Market ,Galion,Crawford,Ohio,44833
Natures Carousel,Galion,Crawford,Ohio,
Gallatin Farmers Market ,Gallatin,Sumner,Tennessee,37066
Gallia County Farmers Market,Gallipolis,Gallia,Ohio,45631
French 500 Flea Market,Gallipolis,Gallia,Ohio,45631
Prairie Township Farmer's Market,Galloway,Franklin,Ohio,43119
Gallup Farmers' Market,Gallup,McKinley,New Mexico,
Galveston West End Market,Galveston,Galveston,Texas,77551
Galveston's Own Farmers Market ,Galveston,Galveston,Texas,
Gansevoort Farmers Market,Gansevoort,Washington,New York,12831
Garberville Farmers Market,Garberville,Humboldt,California,95542
Garden City Farmers Market,Garden city,Finney,Kansas,67846
Garden City Farmers Market,Garden city,Nassau,New York,
Garden Grove CFM,Garden grove,Orange,California,
Gardendale Farmers Market,Gardendale,Jefferson,Alabama,35071
Gardiner Farmers Market,Gardiner,Kennebec,Maine,4345
Gardiner Farmers Market,Gardiner,Ulster,New York,12561
Gardner Farmer & Craft Market,Gardner,Huerfano,Colorado,81040
Gardner Farmers Market,Gardner ,Johnson,Kansas,66030
Lampe Park Farmers Market ,Gardnerville,Douglas,Nevada,
Garner Farmers Market,Garner,Hancock,Iowa,50438
Garnett Farmers Market,Garnett,Anderson,Kansas,66032
Garrison Farmers Market,Garrison,McLean,North Dakota,58540
Miller Beach Farmers Market,Gary,Lake,Indiana,46403
Market of Life,Gary,Lake,Indiana,46404
"Gas City, IN Farmers Market ",Gas city,Grant,Indiana,46933
Fayette Area Farmers' Market,Gasalow,Howard,Missouri,65254
Braxton County Tailgate Market,Gassaway,Braxton,West Virginia,26624
fridays@G-Town Market,Gastonia,Gaston,North Carolina,28052
Gastonia Farmers Market,Gastonia,Gaston,North Carolina,28054
Town of Gate City Farmer's Market,Gate city,Scott,Virginia,24251
Gatlinburg Farmers Market,Gatlinburg,Sevier,Tennessee,37738
Downtown Gaylord Farmers Market,Gaylord,Otsego,Michigan,49735
Gaylord Farmers Market,Gaylord,Sibley,Minnesota,
Gays Mills Farmers Market,Gays mills,Crawford,Wisconsin,54631
Turkey Ridge Organic Orchard- on farm Farm Market,Gays mills,Crawford,Wisconsin,54631
Geneseo Farmers' Market,Geneseo,Livingston,New York,14454
Farm Fresh Fridays,Geneva,Ashtabula,Ohio,44041
Geneva Farmers Market,Geneva,Ashtabula,Ohio,44041
Geneva Farmers Market,Geneva,Fillmore,Nebraska,68361
Geneva Farmers Market,Geneva,Ontario,New York,14456
Red Jacket Orchards,Geneva,Seneca,New York,14456
Geneva French Market,Geneva ,DuPage,Illinois,60134
Faith in Place Winter Farmers Market - First Congregational Church of Geneva,Geneva ,Kane,Illinois,60134
Gentry Farmers' Market,Gentry,Benton,Arkansas,72734
George Farmers market,George,Lyon County,Iowa,
Georgetown Farmers Market,Georgetown,Georgetown,South Carolina,29440
Wolf Ranch Farmers' Market,Georgetown,Williamson,Texas,78628
Georgetown Farmers Market,Georgetown,Clear Creek,Colorado,
Georgetown United Methodist Farmers' Market ,Georgetown,Floyd,Indiana,47122
Georgetown Farmers' Market,Georgetown,Essex,Massachusetts,1833
Georgetown Farmers Market II,Georgetown,Williamson,Texas,78626
YourFarmer2U Georgetown,Georgetown,Williamson,Texas,78626
Georgetown Farmers Market,Georgetown,Williamson,Texas,78628
Georgetown County Farmers Market,Georgetown,Georgetown,South Carolina,29440
Georgetown Farmers' Market,Georgetown,Sussex,Delaware,19947
Scott County Farmers' Market,Georgetown,Scott,Kentucky,40324
Georgetown Farmers Market,Georgetown,Fairfield,Connecticut,6829
South Fork Fun Food & Brew,Georgetown,Williamson,Texas,78628
Georgetown Farmers Market I,Georgetown,Williamson,Texas,78626
Sun City Farmers Market,Georgetown,Williamson,Texas,78633
Brown County Farmers Market (Ripley Farmer's Market),Georgetown ,Brown,Ohio,45121
GEORGIANA FARMERS MARKET,Georgiana,Butler,Alabama,36033
Germantown Farmers Market,Germantown,Washington,Wisconsin,53090
Farm Park Farmer's Market,Germantown,Shelby,Tennessee,38138
Adams County Farmers Market,Gettysburg,Adams,Pennsylvania,17325
Adams County Farmers' Market Association,Gettysburg,Adams,Pennsylvania,17325
The Olde Ghent Farmers Market,Ghent,Columbia,New York,12075
Gibbon Farmer's Market,Gibbon,Sibley,Minnesota,55335
Gibson City Farmers Market,Gibson city,Ford,Illinois,60936
Gig Harbor Farmers Market at Uptown Shoping Center,Gig harbor,Pierce,Washington,98335
Gig Harbor Farmers Market at Uptown Shoping Center,Gig harbor,Pierce,Washington,98335
Gig Harbor Farmers Market at Kimball Drive,Gig harbor,Pierce,Washington,98335
Gig Harbor Farmers Market,Gig harbor,Pierce,Washington,98349
Waterfront Farmers Market of Gig Harbor,Gig harbor ,Pierce,Washington,98335
Agritopia Farm Stand,Gilbert,Maricopa,Arizona,85233
Gilbert Farmers Market,Gilbert,Maricopa,Arizona,85234
Zerns Farmers Market and Auction,Gilbertsville,Montgomery,Pennsylvania,19525
Gillette Farmers' Market,Gillette,Campbell,Wyoming,82718
Gilmanton Farmers Market,Gilmanton,Belknap,New Hampshire,
Gilroy Downtown Farmers Market,Gilroy,Santa Clara,California,95020
Gladbrook Farmers Market,Gladbrook,Tama,Iowa,50635
Glade Spring Farmers Market,Glade spring,Washington,Virginia,24340
The City of Gladstone Farmers Market & Street Fair,Gladstone,Delta,Michigan,49837
Gladstone Farmers' Market,Gladstone,Clay,Missouri,64118
Gladstone Summer Farmers Market,Gladstone ,Clackamas,Oregon,97027
Gladwin Farmers Market,Gladwin,Gladwin,Michigan,48624
Glasgow Farmers Market,Glasgow,Rockbridge,Virginia,24555
Barren County Regional Farmers' Market,Glasgow,Barren,Kentucky,42142
Red Rock Plaza Farmers Market,Glasgow,Valley,Montana,59248
Bounty of the Barrens Farmers' Market - Winter,Glasgow,Barren,Kentucky,42141
Bounty of the Barrens Farmers' Market - Summer,Glasgow,Barren,Kentucky,42141
Sunday Brunch Market,Glen allen,Henrico,Virginia,23060
Glen Arbor Farmers Market,Glen arbor,Leelanau,Michigan,49636
Glen Rock Farmers Market,Glen rock,Bergen,New Jersey,7452
The Markets at Shrewsbury,Glen rock,York,Pennsylvania,17327
Glen Rock Farmer's Market,Glen rock borough,York,Pennsylvania,17327
Lumberland Community Market ,Glen spey,Sullivan,New York,12737
GLENCOE,Glencoe,Etowah,Alabama,35905
Glencoe French Market,Glencoe,Cook,Illinois,
Glencoe Area Farmers Market,Glencoe,McLeod,Minnesota,55336
Gigis Farmers Market,Glendale,Los Angeles,California,
Twilight Farmers' Market at the Citadelle,Glendale,Maricopa,Arizona,85308
Kenneth Village,Glendale,Los Angeles,California,
Glendale Farmers Market,Glendale ,Maricopa,Arizona,85301
Glendive Saturday Farmer's Market,Glendive,Dawson,Montana,59330
Glendive Farmers Market,Glendive,Dawson,Montana,59330
Glendora Farmers Market,Glendora,Los Angeles,California,91741
Glenmont/ Mt Moriah Church Farmer's Market,Glenmont,Albany County,New York,
Glenn Dale Farmers' Market,Glenn dale ,Prince George's,Maryland,20769
Glens Falls Farmers Market Association,Glens falls,Warren,New York,12801
Glenside Farmers Market,Glenside,Montgomery,Pennsylvania,19038
Glenview Farmers Market,Glenview,Cook,Illinois,60025
Gilmer County Farmers Market,Glenville,Gilmer,West Virginia,26351
Howard County Farmers' Market-Glenwood Library Branch,Glenwood,Howard,Maryland,21790
Pope County Farmers Market,Glenwood,Pope,Minnesota,56334
Glenwood's  Downtown Market,Glenwood springs,Garfield,Colorado,81601
Glenwood Farmers Market,Glenwood springs,Garfield,Colorado,81601
Globe Miami Farmer's Market,Globe ,Gila,Arizona,85501
Cape Ann Farmers Market,Gloucester,Essex,Massachusetts,1930
Cape Ann Farmers Market,Gloucester,Essex,Massachusetts,1930
Summer Nights Market ,Gloucester ,Gloucester,Virginia,23061
Gloucester City Farmers Market,Gloucester city,Gloucester,New Jersey,
Gloversville Farmers Market,Gloversville,Fulton,New York,12078
Golconda Farmers Market,Golconda,Pope,Illinois,62938
Golden Farmers Market,Golden,Jefferson,Colorado,80401
Goldendale Farmers Market,Goldendale ,Klickitat,Washington,98620
Wayne County Mini Mobile Farmer's Market,Goldsboro,Wayne,North Carolina,27530
Goleta FM,Goleta,Santa Barbara,California,
Santa Barbara Farmers Market,Goleta,Santa Barbara,California,93105
Grown to Go Mobile Market - Western Goochland,Goochland,Goochland,Virginia,23063
Goochland Fairground Farmers Market,Goochland,Goochland,Virginia,23063
Goodhue Farmers Market,Goodhue ,Goodhue,Minnesota,55027
Gooding Farmers Market,Gooding,Gooding,Idaho,83330
Goodland Farmers' Market ,Goodland,Sherman,Kansas,67735
Goodlettsville Farmers Market,Goodlettsville ,Davidson,Tennessee,37072
JOHN'S AMISH COUNTRY,Goodyear,Maricopa,Arizona,85338
Estrella Lakeside Market,"Goodyear, az ",Maricopa,Arizona,85338
Goose Creek Farmers Market,Goose creek,Berkeley,South Carolina,29445
Gordo Farmers Market,Gordo,Pickens,Alabama,35466
Gordon Farmers Market,Gordon ,Sheridan,Nebraska,69343
Gorham Farmers's Market,Gorham,Cumberland,Maine,
Greater Gorham Farmers Market,Gorham,Cumberland,Maine,4038
Goshen Farmers Market,Goshen,Elkhart,Indiana,46526
Goshen Farmers' Market,Goshen,Litchfield,Connecticut,6756
Goshen Farmer's Market,Goshen,Sullivan,New Hampshire,
Goshen Farmers Market,Goshen,Orange,New York,10924
Gosnell FM,Gosnell,Mississippi,Arkansas,72315
Gothenburg Farmers Market,Gothenburg,Dawson,Nebraska,69138
Gouverneur Farmers' Market,Gouverneur,St. Lawrence,New York,
Grafton Farmers Market,Grafton,Taylor,West Virginia,26354
Taylor County Farmers Market,Grafton,Taylor,West Virginia,26354
Grafton Farmers Market,Grafton,Walsh,North Dakota,58237
Grafton Farmers Market,Grafton,Worcester,Massachusetts,1519
"The Minted Market, Grampians Community Farmers Market",Grampian  ,Clearfield,Pennsylvania,16838
Granby Farmers Market,Granby,Grand,Colorado,80446
Grand Park Farmers Market,Grand,Grand,Colorado,
City of Grand Blanc Farmers Market,Grand blanc,Genesee,Michigan,48439
Harvest Home Sunday Market / Bronx Museum,Grand concourse,Bronx,New York,
Town Square Farmers Market,Grand forks,Grand Forks,North Dakota,58201
Grand Haven Farmer's Market,Grand haven ,Ottawa,Michigan,49417
New Grand Island Farmers Market,Grand island,Hall,Nebraska,
Champlain Islands Farmers' Market,Grand isle,Grand Isle,Vermont,5458
Farm and Ranch Market (FARM),Grand junction,Mesa,Colorado,
American National Bank Downtown Farmers Market Festival,Grand junction,Mesa,Colorado,
Grand Ledge Farmers Market,Grand ledge,Eaton,Michigan,48837
Local Food Market,Grand marais ,Cook,Minnesota,55604
Grand Prairie Farmers Market,Grand prairie,Dallas,Texas,75050
New Horizons Farmers Market,Grand rapids,Kent County,Michigan,
Centerponite Malls Farmers Market,Grand rapids,Kent County,Michigan,
Grand Rapids Farmers' Market,Grand rapids,Itasca,Minnesota,55744
YMCA Farmers Market,Grand rapids,Kent,Michigan,49504
Fulton Street Farmers Market,Grand rapids,Kent,Michigan,49503
Downtown Market Grand Rapids,Grand rapids,Kent,Michigan,49525
Crystal Falsh Energy Farmers Market,Grand rapids,Kent,Michigan,49504
South East Area Farmers' Market,Grand rapids,Kent,Michigan,49507
South East Area Farmers' Market,Grand rapids,Kent,Michigan,49506
Urban Roots Daily Market,Grand rapids ,Kent,Michigan,49507
Spectrum Health Medical Center Farmer's Market,Grand rapids ,Kent,Michigan,49503
Two Rivers Farmers Market,Grand tower,Jackson,Illinois,62942
Tower Island Chute Farmer's Market ,Grand tower,Jackson,Illinois,62942
Grandview Farmers' Market,Grandview,Jackson,Missouri,64030
Grandville Farmers' Market,Grandville,Kent,Michigan,49418
Granger Farmers Market,Granger,St. Joseph,Indiana,46530
Grangeville Farmers Market,Grangeville ,Idaho,Idaho,83530
Granite Bay Farmers Market,Granite bay,Placer,California,95746
Granite Falls Farmers Market,Granite falls,Yellow Medicine,Minnesota,56241
Worth County Farmers Market,Grant city,Worth,Missouri,64456
Granton Farmers Market,Granton,Clark,Wisconsin,54436
Grants Farmers Market,Grants,Cibola,New Mexico,87020
Grants Pass Growers' Market,Grants pass ,Josephine,Oregon,97526
Burnett County Farmers' Markets - Alpha,Grantsburg,Burnett,Wisconsin,54840
Burnett County Farmers' Markets - Grantsburg - Library,Grantsburg,Burnett,Wisconsin,54840
Burnett County Farmers' Markets - Grantsburg - Burnett Medical Center,Grantsburg,Burnett,Wisconsin,54840
Grantsville Farmers Market,Grantsville,Calhoun,West Virginia,26147
Granville Farmers Market,Granville,Licking,Ohio,43023
Granville Farmers Market,Granville,Hampden,Massachusetts,1034
Granville Farmers Market Tuesday,Granville,Licking,Ohio,43023
Farmers and Artisans Market,Granville,Licking,Ohio,43023
North Central Texas Farmers Market Corporation III,Grapevine,Tarrant,Texas,76051
Farmers Market of Grapevine ,Grapevine,Tarrant,Texas,76051
Eastern Shore Farmers' Market ,Grasonville,Queen Anne's,Maryland,21638
Lake of the Pines Farmers Market,Grass valley,Nevada,California,95949
Nevada City Farmers Market II,Grass valley,Nevada,California,95945
Farm 2 Family Brunswick Friday Farmers Market,Grass valley,Nevada,California,95945
Penn Valley Farmers Market,Grass valley,Nevada,California,95945
Nevada Ccounty Certified Growers Market - Grass Valley - North Star House,Grass valley ,Nevada,California,95949
Gravette Farmers' Market,Gravette,Benton,Arkansas,72736
Appalachian Farmers' Market,Gray,Washington,Tennessee,37615
City of Grayling Farm Market,Grayling,Crawford,Michigan,49738
City of Grayling Farm Market,Grayling,Crawford,Michigan,49738
Grayslake Farmers Market,Grayslake,Lake,Illinois,60030
Carter County Farmers Market,Grayson,Carter,Kentucky,
Grayson Farmers' Market,Grayson,Gwinnett,Georgia,30017
Wednesday Farmers' Market,Great barrington,Berkshire,Massachusetts,1230
Berkshire Grown Winter Farmers' Market Great Barrington,Great barrington,Berkshire,Massachusetts,1230
Great Barrington/Thursdays,Great barrington,Berkshire,Massachusetts,1230
Great Barrington Farmers Market I,Great barrington ,Berkshire,Massachusetts,1230
Great Bend Summer Street Stroll Farmers Market,Great bend,Barton,Kansas,67530
Great Falls Community Farmers Market,Great falls,Fairfax,Virginia,22066
Great Falls Original Farmer's Market,Great falls ,Cascade,Montana,59401
The Mall at Greece Ridge Farmers Market,Greece,Monroe,New York,
Greeley Winter Market,Greeley,Weld,Colorado,80631
Greeley Farmers Market ,Greeley,Weld,Colorado,80631
Green Farmers Market,Green,Summit,Ohio,44685
Pocahontas County Farmers Market,Green bank,Pocahontas,West Virginia,24944
Farmers' Market On Broadway,Green bay,Brown,Wisconsin,54304
Downtown Green Bay Saturday Farmers Market,Green bay,Brown,Wisconsin,54301
Market on Military Summer,Green bay ,Brown,Wisconsin,54303
