City,State,Population,Rate,Violent Crime,Murder and Non Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny and Theft,Motor Vehicle Theft,Actual Violent Crime,Actual Murder and Non Negligent Manslaughter,Actual Rape,Actual Robbery,Actual Aggravated Assault,Actual Property Crime,Actual Burglary,Actual Larceny and Theft,Actual Motor Vehicle Theft,Percentage Violent Crime,Percentage Murder and Non Negligent Manslaughter,Percentage Rape,Percentage Robbery,Percentage Aggravated Assault,Percentage Property Crime,Percentage Burglary,Percentage Larceny and Theft,Percentage Motor Vehicle Theft
Wenatchee,WA,117637,"Rate per 100,000 inhabitants",143.7,0.9,26.4,15.3,101.2,2232.3,426.7,1663.6,142.0,169.044369,1.058733,31.056168,17.998461000000002,119.04864400000001,2626.0107510000003,501.95707899999996,1957.009132,167.04454,0.1437,0.0008999999999999999,0.026400000000000003,0.015300000000000003,0.10120000000000001,2.2323000000000004,0.42669999999999997,1.6635999999999997,0.14200000000000002
West Palm Beach-Boca Raton-Delray Beach,FL,1446241,"Rate per 100,000 inhabitants",451.9,5.3,35.3,121.2,290.1,2909.5,537.3,2138.4,233.8,6535.563079,76.650773,510.52307299999995,1752.8440920000003,4195.5451410000005,42078.381895,7770.6528929999995,30926.417544,3381.311458,0.45189999999999997,0.0053,0.0353,0.12120000000000002,0.2901,2.9095,0.5372999999999999,2.1384,0.23380000000000004
Wheeling,WV,142933,"Rate per 100,000 inhabitants",349.8,2.8,42.0,30.1,275.0,1555.3,376.4,1097.0,81.9,499.979634,4.002123999999999,60.03186,43.022833,393.06575,2223.0369490000003,537.9998119999999,1567.97501,117.06212700000002,0.3498,0.0027999999999999995,0.042,0.0301,0.27499999999999997,1.5553000000000003,0.37639999999999996,1.097,0.08190000000000001
Wichita Falls,TX,150165,"Rate per 100,000 inhabitants",362.3,8.0,89.9,85.9,178.5,3047.3,689.2,2133.0,225.1,544.047795,12.0132,134.998335,128.991735,268.044525,4575.978045,1034.93718,3203.01945,338.021415,0.36229999999999996,0.008,0.0899,0.0859,0.17850000000000002,3.0473,0.6891999999999999,2.133,0.2251
Wichita,KS,643764,"Rate per 100,000 inhabitants",708.8,6.5,60.1,106.3,535.9,,,2921.3,389.9,4562.999232,41.84466,386.90216399999997,684.321132,3449.931276,,,18806.277732000002,2510.035836,0.7088000000000001,0.0065,0.0601,0.10630000000000002,0.5359,,,2.9213000000000005,0.3899
Williamsport,PA,115682,"Rate per 100,000 inhabitants",205.7,6.1,27.7,50.1,121.9,1514.5,214.4,1255.2,45.0,237.95787399999998,7.056602,32.043914,57.956682,141.016358,1752.00389,248.022208,1452.0404640000002,52.0569,0.2057,0.0060999999999999995,0.027700000000000002,0.050100000000000006,0.12190000000000001,1.5145,0.2144,1.2552,0.045
Wilmington,DE,723943,"Rate per 100,000 inhabitants",513.0,7.3,26.4,163.4,315.9,2785.2,503.5,2085.9,195.7,3713.82759,52.84783899999999,191.120952,1182.9228620000001,2286.9359369999997,20163.260436,3645.053005,15100.727037,1416.756451,0.513,0.007299999999999998,0.026399999999999996,0.16340000000000002,0.31589999999999996,2.7852,0.5035000000000001,2.0859,0.19569999999999999
Wilmington,NC,282695,"Rate per 100,000 inhabitants",363.6,6.0,29.0,95.5,233.1,2953.0,741.4,2062.6,148.9,1027.87902,16.9617,81.98155,269.973725,658.962045,8347.98335,2095.90073,5830.86707,420.932855,0.36360000000000003,0.006,0.029,0.0955,0.23310000000000003,2.9530000000000003,0.7414,2.0626,0.1489
Winchester,VA,134144,"Rate per 100,000 inhabitants",138.7,5.2,49.9,19.4,64.1,1473.8,255.7,1151.7,66.3,186.05772799999997,6.975488,66.937856,26.023935999999996,85.98630399999999,1977.014272,343.00620799999996,1544.9364480000002,88.937472,0.1387,0.005200000000000001,0.0499,0.019399999999999997,0.06409999999999999,1.4738,0.2557,1.1517000000000002,0.0663
Worcester,MA,861261,"Rate per 100,000 inhabitants",,1.4,34.3,70.4,,1600.2,339.9,1148.7,111.7,,12.057654,295.41252299999996,606.327744,,13781.898522000001,2927.4261389999997,9893.305107,962.028537,,0.0014,0.03429999999999999,0.0704,,1.6002000000000003,0.3399,1.1487,0.1117
Yakima,WA,250717,"Rate per 100,000 inhabitants",299.5,8.4,32.7,74.6,183.9,3616.4,821.6,2309.0,485.8,750.897415,21.060228000000002,81.984459,187.03488199999998,461.06856300000004,9066.929588,2059.8908720000004,5789.05553,1217.9831860000002,0.29950000000000004,0.008400000000000001,0.0327,0.07459999999999999,0.1839,3.6164,0.8216000000000001,2.309,0.4858
York-Hanover,PA,443062,"Rate per 100,000 inhabitants",234.5,4.3,24.2,69.1,137.0,1586.5,214.0,1280.6,91.9,1038.98039,19.051665999999997,107.22100400000001,306.155842,606.99494,7029.17863,948.15268,5673.8519719999995,407.17397800000003,0.2345,0.004299999999999999,0.024200000000000003,0.0691,0.137,1.5865,0.214,1.2806,0.09190000000000001
Yuba City,CA,170558,"Rate per 100,000 inhabitants",397.5,7.6,29.3,80.3,280.3,2717.6,643.2,1641.7,432.7,677.96805,12.962408,49.973494,136.958074,478.074074,4635.084208,1097.029056,2800.050686,738.004466,0.39749999999999996,0.007600000000000001,0.029300000000000003,0.08030000000000001,0.2803,2.7176,0.6432,1.6417000000000002,0.43270000000000003
